,County,Waste,Activity,Permit,Name,Status,Address,City,Contact,Phone,lat,lng
131,Forsyth,TypeIII,Compost,3421-COMPOST-2010,Dixie Classic Fairgrounds,Active,421 west 27th street,Winston Salem,Mr. David Smith,(336) 409-4881,36.1279412,-80.2538132
132,Forsyth,LCID,TP,3422-TP-,Slater Industries Treatment and Processing Facility,Active,945 Valley Stream Road,Winston-Salem,Mr. Joe Slater,(336) 416-6097,36.0822807,-80.3674935
133,Forsyth,TypeI,Compost,3423-COMPOST-,"Winston-Salem, City of Compost",Active,180 North Star Drive,Rural Hall,Ms. Janis McHargue,(336) 747-7310,36.206981,-80.28871199999999
134,Forsyth,CD,Trans,3424-TRANSFER-2010,"Abbey Green, Inc",Active,5030 Overdale Rd.,Winston Salem,Mr. Ronald Petty,(336) 207-6052,36.0323363,-80.2341656
135,Forsyth,YW,TP,3425-TP-2011,"Winston-Salem, City of Treatment & Processing Site",Active,3 W. 32nd Street,Winston-Salem,Mr. Tobias Mack,(336) 734-1490,36.132394,-80.2450046
136,Forsyth,TypeI,Compost,3427-COMPOST-2015,Piney Hill Acres Large Type 1 Compost Unit,Active,2020 Piney Grove Rd.,Kernersville,Mr. David Lawson,(336) 682-2317,36.1734517,-80.05900950000002
137,Forsyth,LCID,LF,34AA-LCID-,Piney Hill Acres LCID Landfill,Active,2020 Piney Grove Rd.,Kernersville,Mr. David Lawson,(336) 682-2317,36.1734517,-80.05900950000002
138,Franklin,MSW,Trans,3503-TRANSFER-,Franklin County Transfer Station,Active,32 Landfill Road,Franklinton,"Mr. Lee Bodenhamer, III",(919) 340-4670,36.0556753,-78.376391
139,Franklin,LCID,LF,3505-LCID-2020,Wall Recycling,Active,2095 US-1,Franklinton,Mr. Dan Jarboe,(919) 906-2747,36.066874,-78.486555
140,Franklin,CD,MatRecovery,3505-MWP-2020,Wall Recycling,Active,2095 US-1,Franklinton,Mr. Dan Jarboe,(919) 906-2747,36.066874,-78.486555
141,Franklin,CD,TP,3505-TP-2020,Wall Recycling,Active,2095 US-1,Franklinton,Mr. Dan Jarboe,(919) 906-2747,36.066874,-78.486555
142,Franklin,TypeIII,Compost,3506-COMPOST-2012,David Brantley & Sons Compost Facility,Active,154 Green House Dr,Zebulon,Mr. Eric Vance Reynolds JR,(978) 209-2966,35.9263095,-78.2561801
143,Franklin,Tire,TP,3507-TIRETP-2016,"PRTI, INC.",Active,2105 US 1 HWY,Franklinton,Mr. Scott Clagett,(919) 272-4414,36.0647307,-78.48646649999999
144,Gaston,CD,LF,3606-CDLF-1995,Gaston County C&D Landfill,Active,3155 Philadelphia Church Road,Dallas,Mr. Ray Maxwell,(704) 862-7551,35.388153,-81.17245659999999
145,Gaston,MSW,LF,3606-MSWLF-1997,Gaston County Landfill,Active,3155 Philadelphia Church Road,Dallas,Mr. Ray Maxwell,(704) 862-7551,35.388153,-81.17245659999999
146,Gaston,MSW,Trans,3608-TRANSFER-1993,Waste Management Of Carolinas,Active,2712 Lowell Rd,Gastonia,Mr. Dustin Maxwell,(704) 869-7663,35.280427,-81.1192951
147,Gaston,HHW,Collection,3609TP-HHW-,Gaston County HHW Collection Facility,Active,120 Leisure Lane,Dallas,Mrs. Marcie Smith,(704) 922-0267,35.3134115,-81.1993202
148,Gaston,Indus,LF,3612-INDUS-2008,Duke Energy Carolinas - Allen,Active,253 Plant Allen Road,Belmont,Ms. Courtney Murphy,(704) 382-7171,35.1899259,-81.0090336
149,Gaston,TypeIII,Compost,3613-COMPOST-2017,Earth Farms Organics,Active,351 Colt Thornburg Road,Dallas,Mr. William Cozart,(704) 280-4005,35.3571272,-81.17483229999999
150,Gaston,TypeI,Compost,3614-COMPOST-2011,Gastonia Compost,Active,PO Box 1748,GASTONIA,Mr. Wayne Hendrickson,(704) 214-9086,35.262082,-81.18730049999999
151,Gaston,Medical,TP,3615-TP-2018,Trilogy MedWaste Southeast LLC,Active,148 Boxwood Lane,Gastonia,Mr. Jerry Norris,(704) 503-8134,35.2816537,-81.1822427
152,Gaston,Medical,TP,3617-MWP-2016,"Daniels Sharpsmart, Inc.",Active,1851 Chespark Dr.,Gastonia,Mr. Daniel Weaver,(704) 842-7103,35.2884669,-81.21961019999999
153,Gaston,LCID,LF,36A-LCID-2010,Old 27 LCID Landfill,Active,130 Tate st,Mt Holly,Mr. Dwayne McCORKLE,(704) 718-6386,35.3251909,-81.0269289
154,Graham,MSW,Trans,3803-TRANSFER-,Graham County Transfer Station,Active,400 Snowbird Rd.,Robbinsville,Mr. Gavin Colvard,(828) 479-9369,35.313988,-83.81429899999999
155,Granville,MSW,LF,3901-MSWLF-2012,Oxford Subtitle D MSWLF,Active,6584 Landfill Road,Oxford,Mr. Jason Falls,(919) 691-0928,36.3699133,-78.6233848
156,Granville,YW,TP,3903TP-TP-2009,John Bryan Yard Waste Recycling,Active,3092 Sam Usry Rd,Oxford,Mr. John Bryan,(919) 690-2640,36.214032,-78.6122759
157,Greene,CD,LF,4002-CDLF-1997,Greene County CDLF,Active,105 landfill rd,Walstonburg,Mr. David Jones,(252) 747-5720,35.5251592,-77.6951931
158,Guilford,CD,LF,4103-CDLF-1998,"Greensboro, City of White Street Landfill",Active,2503 White Street,Greensboro,Mr. Richard Lovett,(336) 373-4188,36.1082799,-79.73120229999999
159,Guilford,TypeI,Compost,4103-COMPOST-2003,"Greensboro, City of Compost Facility",Active,2503 White Street,Greensboro,Mr. Richard Lovett,(336) 373-4188,36.1082799,-79.73120229999999
160,Guilford,MSW,LF,4104-MSWLF-1991,"High Point, City of MSW Landfill",Active,3940 Kivett Dr,High Point,Mr. Mike Spencer,(336) 688-3454,35.9546247,-79.93186229999999
161,Guilford,TypeI,Compost,4110-COMPOST-,Ingleside Compost Facility,Active,3001 Ingleside Dr,High Point,Mr. Michael Spencer,(336) 688-3454,35.99717589999999,-80.038276
162,Guilford,MSW,LF,4112-MSWLF-1997,"Greensboro, City of White Street Landfill",Active,2503 White Street,Greensboro,Mr. David Deel,(336) 373-4188,36.1082799,-79.73120229999999
163,Guilford,CD,LF,4116-CDLF-2012,"WI-High Point Landfill, LLC, a wholly owned subsidiary of Waste Industries USA, LLC.",Active,5830 Riverdale Dr,Jamestown,Mr. Seth Heath,(336) 668-3712,35.9517968,-79.9228072
164,Guilford,MatRecovery,TP,4116-MWP-2012,High Point C&D Waste Reclamation,Active,5830 Riverdale Dr.,Jamestown,Mr. Seth Heath,(336) 668-3712,35.9517968,-79.9228072
165,Guilford,CD,LF,4117-CDLF-2008,A-1 Sandrock C&D Landfill,Active,2091 Bishop Road,Greensboro,Mr. Jason Tarkenton,(336) 382-9707,35.993351,-79.8441529
166,Guilford,MSW,Trans,4118T-TRANSFER-,Bishop Road Transfer Station,Active,2140 Bishop Road,Greensboro,Mr. Carldelle Patrick,(336) 997-8342,35.9927409,-79.853132
167,Guilford,Tire,TP,4119TP-TIRETP-,Guilford Cty Scrap Tire & White Goods Collection Facility,Active,2138 Bishop Road,Greensboro,Mr. Clyde Harding,(336) 641-3792,35.9938167,-79.854401
168,Guilford,MSW,Trans,4120T-TRANSFER-,"Greensboro, City of Transfer Station",Active,6310 Burnt Poplar Road,Greensboro,Mr. Richard Lovett,(336) 373-4188,36.0739692,-79.9210805
169,Guilford,CD,Trans,4122T-TRANSFER-2012,WI Burnt Poplar Transfer LLC,Active,6313 Burnt Poplar Rd,Greensboro,Mr. Seth Heath,(336) 668-3712,36.0709349,-79.9255227
170,Guilford,LCID,LF,41I-LCID-,"Winfree Road Landfill, Inc.",Active,7965 Winfree Rd,Summerfield,Mr. Tim Friddle,(336) 643-3791,36.226377,-79.908096
171,Guilford,LCID,LF,41J-LCID-2010,"Heritage Farm Properties, LLC LCID Landfill",Active,2124 Scalesville Road,Summerfield,Mr. Gary Swing,(336) 681-3300,36.2167265,-79.88955349999999
172,Guilford,LCID,LF,41O-LCID-,Doggett Construction Company,Active,2075 Bishop Road,Greensboro,Mr. Gary Swing,(336) 681-3300,35.9938169,-79.8417389
173,Guilford,LCID,LF,41P-LCID-,Fryar Grading and Hauling LCID Landfill,Active,5233 McLeansville Rd.,McLeansville,Mr. Robert R. Fryar Jr,(336) 382-7462,36.094901,-79.6766749
174,Guilford,LCID,LF,41R-LCID-2011,Viewmont Sandrock Mine And Landfill,Active,4052 Viewmont Road,Greensboro,Mr. Jay Nivens,(704) 409-1475,35.9982567,-79.84676979999999
175,Guilford,LCID,LF,41S-LCID-,"D & D Grading, Inc. ",Active,4111 Rankin Mill Road,McLeansville,Mr. David Dick,(336) 621-4021,36.1526802,-79.71046849999999
176,Halifax,CD,LF,4204-CDLF-2013,Halifax County Landfill,Active,921 Liles Rd.,Littleton,Mr. Ed Stanfield,(252) 586-7516,36.3791383,-77.8147773
177,Halifax,MSW,Trans,4204-TRANSFER-2013,Halifax County Landfill,Active,921 Liles Rd.,Littleton,Mr. Ed Stanfield,(252) 586-7516,36.3791383,-77.8147773
178,Halifax,MSW,Trans,4205T-TRANSFER-1997,"Weldon, Town of Transfer Facility",Active,2211 Hwy 301 North,Halifax,Mr. Chris Williams,(252) 536-2011,35.7310716,-77.8832657
179,Halifax,LCID,LF,42A-LCID-,Roanoke Valley LCID Landfill,Active,2055 Hwy 301,Weldon,Mr. Benjamin Rightmyer,(252) 537-3223,35.7310716,-77.8832657
180,Harnett,CD,LF,4302-CDLF-2018,Dunn-Erwin Area 2 C&D Landfill,Active,449 Daniels Rd.,Dunn,Mr. Chad Beane,(910) 814-6004,35.3666009,-78.6483784
181,Harnett,LCID,LF,4302-LCID-,Harnett County-Dunn/Erwin LCID Landfill,Active,449 Daniels Road,Dunn,Mr. Chad Beane,(910) 814-6004,35.3666009,-78.6483784
182,Harnett,CD,LF,4303-CDLF-1997,Harnett Co. Anderson Creek C&D Landfill,Active,1086 Poplar Drive,Spring Lake,Mr. Chad Beane,(910) 814-6004,35.2929848,-78.9957237
183,Harnett,Tire,LF,4304-TIRELF-1992,Central Carolina Tire Monofill,Active,1616 Mckoy Town Rd,Cameron,Mr. Robert Tuneburg,(919) 498-7431,35.2641658,-79.15086269999999
184,Harnett,MSW,Trans,4307T-TRANSFER-1997,Harnett County Transfer Station,Active,449 Daniels Rd.,Dunn,Mr. Chad Beane,(910) 814-6004,35.3666009,-78.6483784
185,Harnett,Tire,TP,4308-TIRETP-,Central Carolina Tire Processing,Active,1616 Mckoy Town Rd,Cameron,Mr. Robert Tuneburg,(919) 498-7431,35.2641658,-79.15086269999999
186,Harnett,MSW,Trans,4309T-TRANSFER-,Anderson Creek Landfill Transfer Station,Active,1086 Poplar Drive,Spring Lake,Mr. Chad Beane,(910) 814-6004,35.2929848,-78.9957237
187,Harnett,LCID,LF,43C-LCID-,Blaylock Grading LCID Landfill,Active,1025 Claude White Rd.,Sanford,Mr. Harold Blaylock,(910) 818-8398,35.3125614,-79.1608313
188,Harnett,LCID,LF,43D-LCID-,Bryant Grading LCID Landfill,Active,376 Spence Mill Road,Fuquay Varina,Mrs. Peggy Bryant,(919) 552-3420,35.5291318,-78.8232061
189,Harnett,LCID,LF,43E-LCID-,McArtan Mine LCID Landfill,Active,"SR 2027, Josey Williams Rd.",Bunnlevel,Mr. Steve Waters,(910) 978-2412,35.267944,-78.7739223
190,Harnett,LCID,LF,43F-LCID-2010,Weeks Sandpit #2 LCID,Active,20710 NC Hwy 24 / 27,Cameron,Mr. Jeff Lees,(919) 353-0865,35.2815396,-79.12154749999999
191,Haywood,Indus,LF,4406-INDUS-1984,"Blue Ridge Paper Products, Inc.",Active,1155 Incinerator Road,Canton,Mr. Nick Batton,(828) 424-0101,35.5475368,-82.8761331
192,Haywood,MSW,LF,4407-MSWLF-1993,Haywood Co White Oak Landfill,Active,3898 Fines Creek Road,Waynesville,Mr. John Preston,(423) 650-3095,35.6632432,-83.0000561
193,Haywood,MatRecovery,TP,4408-MWP-,Haywood County MWP Facility,Active,278 Recycle Road,Clyde,Mr. Lester Harris,(828) 627-8042,35.529539,-82.942814
194,Henderson,HHW,TP,4504-HHW-2011,Henderson County HHW Unit,Active,265 Convenience Center Drive,Hendersonville,Mr. Greg Wiggins,(828) 388-8377,35.352854,-82.49343259999999
195,Henderson,MSW,Trans,4504T-TRANSFER-1998,Henderson County Transfer Facility,Active,191 Transfer Station Drive,Hendersonville,Mr. Greg Wiggins,(828) 388-8377,35.3528192,-82.497239
196,Henderson,LCID,TP,4507-TP,Riverside Stump Dump at Mills River,Active,5055 Old Haywood Road,Mills River,Mrs. Clara Ray,(828) 258-7339,35.4034181,-82.57023009999999
197,Hertford,MSW,Trans,4602T-TRANSFER-1995,Hertford County Transfer Station,Active,227 Mount Moriah Rd,Ahoskie,Mrs. Judy Baker,(252) 358-3601,36.391646,-76.972138
198,Hoke,MSW,Trans,4702-TRANSFER-1994,Hoke County Transfer Station,Active,700 CC Steele Rd.,Raeford,Mr. DON RUSSELL,(910) 875-3111,35.007456,-79.2177911
199,Hoke,LCID,LF,47A-LCID-1996,Hoke County LCID Landfill,Active,700 C.C. Steele Rd,Raeford,Mr. DON RUSSELL,(910) 875-3111,35.007456,-79.2177911
200,Hyde,TypeIII,Compost,4801-COMPOST-,Rose Acre Farms,Active,1560 Hyde Park Canal,Pantego,Mr. William Kelm,(252) 935-5800,35.6141035,-76.5100796
201,Iredell,HHW,TP,4903-HHW-2020,Iredell County Househouse Hazardous Waste,Active,354 Twin Oaks Road,Statesville,Mr. David Lambert,(704) 878-5430,35.7702072,-80.82359199999999
202,Iredell,MSW,LF,4903-MSWLF-1993,Iredell County Sanitary LF,Active,354 Twin Oaks Road,Statesville,Mr. David Lambert,(704) 878-5430,35.7702072,-80.82359199999999
203,Iredell,MSW,Trans,4904T-TRANSFER-1998,Iredell County Transfer Station,Active,158 Macleod Drive,Mooresville,Mr. David Lambert,(707) 878-5430,35.5883639,-80.8417911
204,Jackson,MSW,Trans,5003T-TRANSFER-,Jackson County Scott Creek Transfer Station,Active,48 Recycle Place,Sylva,Mr. Chad Parker,(828) 586-2437,35.3862939,-83.2117868
205,Johnston,CD,LF,5103-CDLF-,Johnston County C&D Landfill,Active,680 County Home Road,Smithfield,Mr. Rick Proctor,(919) 938-4750,35.5118897,-78.42907459999999
206,Johnston,MSW,LF,5103-MSWLF-,Johnston County Landfill,Active,680 County Home Road,Smithfield,Mr. Rick Proctor,(919) 938-4750,35.5118897,-78.42907459999999
207,Johnston,MSW,LF,5103-MSWLF-1997,Johnston County Landfill,Active,680 County Home Road,Smithfield,Mr. Rick Proctor,(919) 938-4750,35.5118897,-78.42907459999999
208,Johnston,LCID,TP,5106-TP-2019,West Farms Wood Products T&P,Active,1683 Barefood Road,Newton Grove,Ms. Amber Parnell,(919) 207-2539,35.3056386,-78.3941536
209,Jones,CD,TP,5202-TP-2012,Maysville C&D Recycling & Recovery Facility,Active,11710 Hwy 17N,Maysville,Mr. Kevin Dail,(910) 284-2309,34.9048814,-77.23134360000002
210,Jones,CD,LF,5203-CDLF-2013,Maysville C & D,Active,11710 Hwy 17 N,Maysville,Mr. Kevin Dail,(910) 284-2309,34.92826460000001,-77.2406005
211,Lee,TypeIII,Compost,5303-COMPOST-1992,Sanford Compost Facility,Active,601 N 5th St,Sanford,Mr. Kris Furmage,(919) 777-1209,35.4907898,-79.1718721
212,Lee,MSW,Trans,5304T-TRANSFER-1993,Waste Man. - Lee Co. Transfer Station,Active,2720 Wilkins Dr,Sanford,Mr. Ronald Smith,(910) 480-4024,35.5043275,-79.2042699
213,Lee,MSW,Trans,5305-TRANSFER-2013,Sanford Transfer Station,Active,3290 McDonald Drive,Sanford,Mr. LeRoy Hatmaker,(910) 237-2825,35.4428531,-79.13571449999999
214,Lenoir,CD,LF,5403-CDLF-1997,Lenoir County CDLF,Active,2949 Hodges Farm Rd,La Grange,Mr. Hal Oliver,(252) 526-0662,35.294318,-77.7129033
215,Lenoir,MSW,Trans,5405T-TRANSFER-1998,Lenoir County Transfer Facility,Active,2949 Hodges Farm Rd,La Grange,Mr. Hal Oliver,(252) 526-0662,35.294318,-77.7129033
216,Lenoir,MSW,Trans,5408-TRANSFER-2014,Deep Run Transfer Station,Active,2287 Leslie R Stroud Road,Kinston,Mr. Travis Pope,(252) 903-1409,35.1711942,-77.6997624
217,Lenoir,MSW,LF,5409-MSWLF-,Lenoir County MSW Landfill,Active,294 Hodges Farm Rd,La Grange,Mr. Hal Oliver,(252) 526-0662,35.29764540000001,-77.7178888
218,Lenoir,LCID,LF,5410-LCID-2016,Everett's LCID Pit,Active,4100 Aldridge store rd,Lagrange,Mr. Lynn Everett,(252) 560-3356,35.3324569,-77.72901540000001
219,Lincoln,CD,LF,5503-CDLF-1999,Lincoln County C&D Unit,Active,5291 Crouse Road,Crouse,Mr. Mark Bivins,(704) 736-8477,35.4300569,-81.3538203
220,Lincoln,MSW,LF,5503-MSWLF-1986,Lincoln County Landfill,Active,5291 Crouse Road,Crouse,Mr. Mark Bivins,(704) 732-9030,35.4300569,-81.3538203
221,Lincoln,CD,LF,5504-CDLF-1999,Lake Norman Landfill,Active,7099 Quarry Ln,Stanley,Mr. Rob LaTourette,(704) 712-8560,35.4301619,-81.0110723
222,McDowell,MSW,Trans,5602T-TRANSFER-1995,McDowell Co Transfer Facility,Active,3809 NC 226 South,Marion,Mr. Terry DePoyster,(828) 659-2521,35.6540201,-81.9576329
223,Macon,MSW,LF,5703-MSWLF-1992,Macon County Landfill Open,Active,1448 LAKESIDE DRIVE,FRANKLIN,Mrs. JUNE CASSADA,(828) 349-2215,35.2010749,-83.3769252
224,Macon,MSW,Trans,5704T-TRANSFER-2008,Highlands Transfer Station,Active,1080 Rich Gap Rd.,Highlands,Mr. Dakota Webb,(828) 526-2073,35.019265,-83.1765819
225,Macon,TypeIII,Compost,5705-COMPOST-,"B & B Concrete Products, Inc.",Active,1687 Georgia Road,Franklin,Mr. Jeremy Decker,(828) 524-6483,35.1516592,-83.3934819
226,Madison,CD,LF,5803-CDLF-1995,Madison County C&D Unit,Active,271 Craig Rudisill Road,Marshall,Mr. Sam Lunsford,(828) 649-2311,35.8096544,-82.7177865
227,Madison,HHW,Collection,5803-HHW-,Madison County Solid Waste HHW,Active,271 Craig Rudisill Road,Marshall,Mrs. Rebecca Shook,(828) 649-2311,35.8096544,-82.7177865
228,Madison,MSW,Trans,5803T-TRANSFER-2002,Madison County Transfer,Active,271 Craig Rudisill Rd,Marshall,Mrs. Sam Lunsford,(828) 649-2311,35.8096544,-82.7177865
229,Martin,CD,LF,5901-CDLF-1995,Martin County C&D Landfill,Active,1445 Landfill Rd,Williamston,Mr. Justin Harrison,(252) 799-6552,35.8620001,-77.0964247
230,Mecklenburg,Indus,LF,6004-INDUS-1981,Duke Energy Carolinas - McGuire,Active,13339 Hagers Ferry Road,Huntersville,Ms. Courtney Murphy,(704) 382-7171,35.4381281,-80.9420501
231,Mecklenburg,TypeI,Compost,6012-COMPOST-1991,Mecklenburg County-Central Compost,Active,5631 West Blvd,Charlotte,Mr. Steve Hoffman,(980) 314-3873,35.1937284,-80.9529007
232,Mecklenburg,CD,LF,6013-CDLF-1993,Greenway Waste Solutions at North Meck,Active,15300 Holbrooks Rd,Huntersville,Mr. Roger Barnes,(704) 875-3367,35.4010895,-80.81907149999999
233,Mecklenburg,MSW,Trans,6014-TRANSFER-2009,Queen City Transfer Station,Active,3130 Jeff Adams Road,Charlotte,Mr. Dustin Janes,(931) 320-1380,35.271687,-80.82917189999999
234,Mecklenburg,YW,Compost,6015TP-COMPOST-,Hensons' Inc. Mulch & More Pineville,Active,13010 Lancaster Hwy,Pineville,Mr. Randy Flynn,(828) 859-5836,35.0660352,-80.8776228
235,Mecklenburg,HHW,Collection,6016TP-HHW-,North Mecklenburg HHW Facility,Active,12300 Statesville Road,Huntersville,Mr. Steve Hoffman,(980) 314-3873,35.38756310000001,-80.84460109999999
236,Mecklenburg,YW,TP,6016TP-HHW-,North Mecklenburg HHW Facility,Active,12300 Statesville Road,Huntersville,Mr. Steve Hoffman,(980) 314-3873,35.38756310000001,-80.84460109999999
237,Mecklenburg,HHW,Collection,6017TP-HHW-,Hickory Grove HHW Recycling Facility,Active,8007 Pence Road,Charlotte,Mr. Steve Hoffman,(980) 314-3873,35.2194714,-80.6966422
238,Mecklenburg,YW,TP,6017TP-HHW-,Hickory Grove HHW Recycling Facility,Active,8007 Pence Road,Charlotte,Mr. Steve Hoffman,(980) 314-3873,35.2194714,-80.6966422
239,Mecklenburg,TypeI,Compost,6019-COMPOST-2017,Mecklenburg County Landfill,Active,17131 Lancaster Hwy,Charlotte,Mr. Steve Hoffman,(980) 314-3873,35.0156302,-80.8496498
240,Mecklenburg,HHW,Collection,6019-HHW-,Mecklenburg County Landfill,Active,17131 Lancaster Highway,Charlotte,Mr. Steve Hoffman,(980) 314-3873,35.0156302,-80.8496498
241,Mecklenburg,MSW,LF,6019-MSWLF-2000,Mecklenburg County Landfill,Active,17131 Lancaster Hwy,Charlotte,Mr. Steve Hoffman,(980) 314-3873,35.0156302,-80.8496498
242,Mecklenburg,LCID,TP,6021-TP-,Ron Brewer Wood Recycling Center,Active,10050 Metromont Industrial Blvd,Charlotte,Mrs. Beverly Brewer,(704) 399-5500,35.3580949,-80.83046949999999
243,Mecklenburg,TypeIII,Compost,6022-COMPOST-,Wallace Farms Compost Facility,Active,14410 Eastfield Road,Huntersville,Mr. Eric Wallace,(704) 875-2975,35.393369,-80.76785819999999
244,Mecklenburg,LCID,TP,6025-TP-,"Soil Supply, Inc.",Active,10219 Hagers Road,Huntersville,Mr. Gary Stinson,(704) 875-3774,35.42811690000001,-80.8367301
245,Mecklenburg,MSW,Trans,6029-TRANSFER-2012,O'Leary Resource Recovery Center,Active,3307 Darby Avenue,Charlotte,Mr. Jimmie Jones,(704) 338-6898,35.2583413,-80.8751478
246,Mecklenburg,TypeIII,Compost,6033-AD-COMPOST-2015,Orbit Energy Anerobic Digester Charlotte,Active,600 Johnson Road,Charlotte,Mr. Zack Morgan,(980) 265-0619,35.2624365,-80.81160899999999
247,Mecklenburg,LCID,TP,6034-TP-2016,"Kamps, Inc.",Active,5104 N Graham St,Charlotte,Mr. Curtis Brushman,(616) 560-5678,35.2827568,-80.8030857
248,Mecklenburg,HHW,Collection,6035-HHW-2016,Mecklenburg County Compost and Recycling Facility,Active,140 Valleydale Road,Charlotte,Mr. Steve Hoffman,(980) 314-3873,35.2845671,-80.9176921
249,Mecklenburg,TypeI,Compost,6036-COMPOST-2017,Mecklenburg County Compost and Recycling Facility,Active,2145 Suttle Ave,Charlotte,Mr. Steve Hoffman,(980) 314-3873,35.2236178,-80.8714195
250,Mecklenburg,LCID,LF,60AM-LCID-,Ronald J Brewer,Active,3015 Kelly Rd,Charlotte,Mrs. Beverly Brewer,(704) 399-5500,35.3168218,-80.91080319999999
251,Mecklenburg,LCID,LF,60AN-LCID,"Metrolina Greenhouses, Inc.",Active,16400 Huntersville-Concord Road,Huntersville,Mr. Robert Hilton,(980) 229-0848,35.4193052,-80.77824629999999
252,Mecklenburg,LCID,LF,60AR-LCID-,"Tommy Price, Inc.",Active,10900 Pine Grove Ave,Charlotte,Mr. Paul Price,(704) 724-3747,35.20917,-80.66387259999999
253,Mecklenburg,LCID,LF,60AX-LCID-,Lakeview Road Landfill Inc,Active,4627 Lakeview Road,Charlotte,Mr. Larry Swaringen,(704) 393-1778,35.33111239999999,-80.8610218
254,Mecklenburg,LCID,LF,60Q-LCID-,Piedmont Grading & Wrecking,Active,11898 Everett Keith Rd,Huntersville,Mr. Wayne Kerr,(704) 622-1388,35.3795641,-80.81990429999999
255,Mecklenburg,LCID,LF,60S-LCID-,Kenneth C. Reeves,Active,2323 Salome Church Road,Charlotte,Mr. Kenneth Reeves,(704) 548-8377,35.340651,-80.720826
256,Montgomery,MSW,MatRecovery,6202MRF-MWP-,Uwharrie Environmental Mrf,Active,500 Landfill Rd,Mount Gilead,Mr. Joseph Reynolds,(910) 606-3210,35.333937,-79.96465110000001
257,Montgomery,MSW,LF,6204-MSWLF-1995,Uwharrie Env. Reg. Landfill,Active,500 Landfill Rd,Mount Gilead,Mr. Joseph Reynolds,(910) 606-3210,35.333937,-79.96465110000001
258,Montgomery,YW,TP,6204-TP-2011,Uwharrie T&P Facility,Active,500 Landfill Rd,Troy,Mr. Joseph Reynolds,(910) 606-3210,35.333937,-79.96465110000001
259,Moore,CD,LF,6301-CDLF-1992,Moore County C&D Landfill,Active,456 Turning Leaf Way,Aberdeen,Mr. David Lambert,(910) 947-4318,35.1475599,-79.4812972
260,Moore,MSW,Trans,6302-TRANSFER-1994,Uwharrie Env Inc/Moore Cty Transfer Station,Active,645 Turning Leaf Way,Aberdeen,Mr. Joseph Reynolds,(910) 606-3210,35.147607,-79.48989
261,Moore,HHW,Collection,6303-HHW-2020,Moore County Eagle Springs Road HHW Collection Center,Active,456 Turning Leaf Way,Aberdeen,Mr. David Lambert,(910) 947-4318,35.1475599,-79.4812972
262,Nash,CD,LF,6403-CDLF-2000,Nash County C&D Landfill,Active,3057 Duke Rd.,Nashville,Mr. Ben Barnes,(252) 459-9899,36.0614451,-77.9936489
263,Nash,MSW,Trans,6405T-TRANSFER-2001,"Rocky Mount, City of Transfer Station #2",Active,1221 Thorpe Rd,Rocky Mount,Mr. Cameron Privott,(252) 343-3152,35.9717345,-77.79638469999999
